Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6765;
2;0.6125;
3;0.5978;
4;0.5904;
5;0.5968;
6;0.6396;
7;0.8364;
8;0.9173;
9;0.8527;
10;0.7393;
11;0.668;
12;0.668;
13;0.6174;
14;0.6666;
15;0.6568;
16;0.6667;
17;0.668;
18;0.681;
19;0.7134;
20;0.7614;
21;0.6999;
22;0.6107;
23;0.5535;
24;0.4797;
