Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6373;
2;0.5946;
3;0.5806;
4;0.5879;
5;0.5946;
6;0.6568;
7;1.0676;
8;1.2361;
9;1.0086;
10;0.7347;
11;0.6273;
12;0.5535;
13;0.4932;
14;0.5056;
15;0.572;
16;0.6827;
17;0.7503;
18;1.0086;
19;1.2054;
20;1.1033;
21;0.8487;
22;0.685;
23;0.6519;
24;0.6022;
