Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.1211;
2;0.0971;
3;0.0989;
4;0.1207;
5;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2024-12-19
6;0.2337;
7;0.54;
8;0.5412;
9;0.583;
10;0.5412;
11;0.5129;
12;0.5166;
13;0.5289;
14;0.5691;
15;0.5904;
16;0.5755;
17;0.5821;
18;0.5904;
19;0.6027;
20;0.5701;
21;0.5145;
22;0.4182;
23;0.3875;
24;0.2337;
