Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7196;
2;0.6916;
3;0.6888;
4;0.6888;
5;0.6957;
6;0.7329;
7;0.8426;
8;1.0583;
9;1.1439;
10;1.0455;
11;0.8736;
12;0.7919;
13;0.7712;
14;0.7727;
15;0.8015;
16;0.8856;
17;0.9972;
18;0.984;
19;1.0039;
20;0.983;
21;0.8672;
22;0.7737;
23;0.7941;
24;0.7552;
