Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6875;
2;0.6458;
3;0.6199;
4;0.6196;
5;0.6284;
6;0.6889;
7;0.9151;
8;0.9717;
9;0.8708;
10;0.7385;
11;0.631;
12;0.5449;
13;0.4969;
14;0.4698;
15;0.5394;
16;0.6027;
17;0.7079;
18;1.0935;
19;1.7643;
20;2.337;
21;1.7835;
22;0.9213;
23;0.7258;
24;0.6407;
