Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5493;
2;0.5434;
3;0.54;
4;0.5584;
5;0.5707;
6;0.6172;
7;0.6735;
8;0.7753;
9;0.7357;
10;0.6396;
11;0.6027;
12;0.5043;
13;0.5012;
14;0.492;
15;0.5524;
16;0.5806;
17;0.6196;
18;0.738;
19;0.9102;
20;1.0018;
21;0.8137;
22;0.6796;
23;0.6515;
24;0.6027;
