Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6101;
2;0.5965;
3;0.5879;
4;0.5929;
5;0.6199;
6;0.6827;
7;0.9213;
8;1.1052;
9;0.9488;
10;0.7675;
11;0.6814;
12;0.6579;
13;0.6519;
14;0.6683;
15;0.7403;
16;0.9004;
17;1.289;
18;1.476;
19;1.4071;
20;1.1982;
21;0.948;
22;0.7805;
23;0.7257;
24;0.663;
