Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.4428;
2;0.4551;
3;0.4268;
4;0.4551;
5;0.4899;
6;0.5515;
7;0.6162;
8;0.7166;
9;0.7765;
10;0.8039;
11;0.7658;
12;0.7488;
13;0.7503;
14;0.7872;
15;0.8726;
16;1.1058;
17;0.9225;
18;0.94;
19;0.9003;
20;0.8622;
21;0.8154;
22;0.7491;
23;0.7166;
24;0.6396;
