Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.585;
2;0.5567;
3;0.5505;
4;0.5338;
5;0.5374;
6;0.5534;
7;0.5992;
8;0.6298;
9;0.6343;
10;0.6421;
11;0.6298;
12;0.6199;
13;0.6354;
14;0.6335;
15;0.6494;
16;0.7085;
17;0.7798;
18;0.8217;
19;0.8182;
20;0.7975;
21;0.7952;
22;0.7311;
23;0.7016;
24;0.6667;
