Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6661;
2;0.6377;
3;0.6208;
4;0.6165;
5;0.6226;
6;0.6396;
7;0.6863;
8;0.7047;
9;0.7076;
10;0.7011;
11;0.6899;
12;0.693;
13;0.6978;
14;0.738;
15;0.7872;
16;0.8591;
17;0.8967;
18;0.8684;
19;0.8591;
20;0.8225;
21;0.7847;
22;0.7137;
23;0.6888;
24;0.6384;
