Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7059;
2;0.6913;
3;0.6738;
4;0.6738;
5;0.6835;
6;0.7011;
7;0.829;
8;1.006;
9;1.0061;
10;0.8851;
11;0.7995;
12;0.7651;
13;0.7561;
14;0.7626;
15;0.7668;
16;0.8143;
17;0.9533;
18;1.0799;
19;1.1045;
20;1.0455;
21;0.9576;
22;0.8397;
23;0.7749;
24;0.7561;
