Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.269;
2;0.25;
3;0.202;
4;0.198;
5;0.2074;
6;0.2657;
7;0.3702;
8;0.4477;
9;0.4922;
10;0.4922;
11;0.4674;
12;0.3975;
13;0.4108;
14;0.4907;
15;0.524;
16;0.5673;
17;0.5904;
18;0.5723;
19;0.5215;
20;0.5092;
21;0.4922;
22;0.4059;
23;0.3462;
24;0.2632;
