Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5433;
2;0.5097;
3;0.5149;
4;0.5196;
5;0.5407;
6;0.621;
7;0.8654;
8;0.9105;
9;0.8357;
10;0.7011;
11;0.5579;
12;0.5097;
13;0.492;
14;0.546;
15;0.6051;
16;0.6953;
17;0.7746;
18;0.8777;
19;0.7743;
20;0.7411;
21;0.6765;
22;0.663;
23;0.6668;
24;0.6027;
