Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6753;
2;0.6286;
3;0.6235;
4;0.6027;
5;0.6198;
6;0.6396;
7;0.738;
8;0.8293;
9;0.859;
10;0.7995;
11;0.73;
12;0.7112;
13;0.6906;
14;0.6925;
15;0.7037;
16;0.715;
17;0.738;
18;0.7688;
19;0.7499;
20;0.7242;
21;0.6874;
22;0.615;
23;0.6218;
24;0.6134;
