Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.615;
2;0.6236;
3;0.6248;
4;0.6248;
5;0.6456;
6;0.6862;
7;0.9471;
8;0.984;
9;0.7521;
10;0.6128;
11;0.4083;
12;0.2662;
13;0.2076;
14;0.246;
15;0.4213;
16;0.6322;
17;0.81;
18;0.9946;
19;1.1316;
20;1.0455;
21;0.9225;
22;0.8063;
23;0.7626;
24;0.7212;
