Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.445;
2;0.3785;
3;0.3321;
4;0.2952;
5;0.3089;
6;0.4317;
7;0.6221;
8;0.5685;
9;0.5938;
10;0.4649;
11;0.337;
12;0.2182;
13;0.1697;
14;0.1476;
15;0.2706;
16;0.401;
17;0.5609;
18;0.5546;
19;0.6273;
20;0.7245;
21;0.6494;
22;0.5811;
23;0.583;
24;0.5781;
