Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5186;
2;0.492;
3;0.4625;
4;0.4575;
5;0.4528;
6;0.4551;
7;0.5117;
8;0.582;
9;0.5541;
10;0.401;
11;0.1599;
12;0.123;
13;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2024-10-19
14;0.1304;
15;0.2081;
16;0.3911;
17;0.6076;
18;0.6765;
19;0.797;
20;0.7634;
21;0.6274;
22;0.5865;
23;0.5535;
24;0.4982;
