Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6109;
2;0.583;
3;0.5658;
4;0.556;
5;0.5707;
6;0.615;
7;0.7503;
8;0.7633;
9;0.648;
10;0.5581;
11;0.369;
12;0.1845;
13;0.1845;Brak danych ENEA, przyjąłem stawkę z poprzedniej godziny
14;0.1845;Brak danych ENEA, przyjąłem stawkę z poprzedniej godziny
15;0.123;
16;0.1929;
17;0.4575;
18;0.6937;
19;1.107;
20;1.5375;
21;1.1808;
22;0.7737;
23;0.6753;
24;0.5978;
