Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.1879;
2;0.203;
3;0.1845;
4;0.2189;
5;0.2285;
6;0.3764;
7;0.6375;
8;0.693;
9;0.7507;
10;0.7148;
11;0.6728;
12;0.6642;
13;0.685;
14;0.7219;
15;0.7317;
16;0.7688;
17;0.8349;
18;0.8082;
19;0.7796;
20;0.7507;
21;0.6509;
22;0.5805;
23;0.5454;
24;0.4455;
