Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6924;
2;0.6627;
3;0.6396;
4;0.6396;
5;0.6494;
6;0.6849;
7;0.7779;
8;0.8351;
9;0.9105;
10;0.8776;
11;0.85;
12;0.8474;
13;0.8445;
14;0.8549;
15;0.881;
16;0.9087;
17;0.9446;
18;0.9459;
19;0.928;
20;0.8802;
21;0.8054;
22;0.7643;
23;0.7602;
24;0.7134;
