Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7158;
2;0.6937;
3;0.6897;
4;0.6897;
5;0.6913;
6;0.6913;
7;0.7196;
8;0.7073;
9;0.615;
10;0.4969;
11;0.237;
12;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2025-03-08
13;0.1195;
14;0.123;
15;0.2115;
16;0.5657;
17;0.8303;
18;0.8782;
19;0.8733;
20;0.7995;
21;0.7134;
22;0.6814;
23;0.6753;
24;0.615;
