Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.123;
2;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2024-12-17
3;0.1235;
4;0.123;
5;0.1292;
6;0.2551;
7;0.4954;
8;0.6029;
9;0.6787;
10;0.6888;
11;0.6642;
12;0.6467;
13;0.661;
14;0.6787;
15;0.6982;
16;0.738;
17;0.7626;
18;0.7949;
19;0.787;
20;0.7804;
21;0.737;
22;0.6284;
23;0.6141;
24;0.5554;
