Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6458;
2;0.6261;
3;0.6174;
4;0.609;
5;0.6095;
6;0.6138;
7;0.6261;
8;0.6819;
9;0.7223;
10;0.6437;
11;0.5535;
12;0.5256;
13;0.5212;
14;0.544;
15;0.6077;
16;0.7254;
17;0.8418;
18;0.9227;
19;0.935;
20;0.9213;
21;0.8684;
22;0.8364;
23;0.8143;
24;0.7826;
