Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7528;
2;0.7441;
3;0.7311;
4;0.7128;
5;0.7073;
6;0.7134;
7;0.7232;
8;0.7484;
9;0.7749;
10;0.7623;
11;0.7104;
12;0.6719;
13;0.6691;
14;0.6719;
15;0.7059;
16;0.7552;
17;0.8436;
18;0.8978;
19;0.9225;
20;0.925;
21;0.8745;
22;0.833;
23;0.7946;
24;0.7528;
