Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5696;
2;0.6037;
3;0.5724;
4;0.5989;
5;0.6358;
6;0.6671;
7;0.8256;
8;0.8949;
9;0.9225;
10;0.9089;
11;0.8664;
12;0.8716;
13;0.8515;
14;0.8515;
15;0.8512;
16;0.8256;
17;0.8515;
18;0.877;
19;0.8515;
20;0.8332;
21;0.7626;
22;0.6536;
23;0.647;
24;0.5781;
