Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.1809;
2;0.1661;
3;0.1536;
4;0.1476;
5;0.1669;
6;0.2988;
7;0.6279;
8;0.615;
9;0.5793;
10;0.4305;
11;0.1476;
12;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2024-10-17
13;0.1199;
14;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2024-10-17
15;0.1479;
16;0.3936;
17;0.6015;
18;0.7134;
19;0.8367;
20;0.8652;
21;0.7177;
22;0.6423;
23;0.5806;
24;0.5228;
