Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.4582;
2;0.4275;
3;0.3813;
4;0.3453;
5;0.3402;
6;0.3936;
7;0.449;
8;0.519;
9;0.5264;
10;0.4619;
11;0.3352;
12;0.2617;
13;0.2153;
14;0.2279;
15;0.1956;
16;0.266;
17;0.3635;
18;0.5228;
19;0.5659;
20;0.6765;
21;0.6574;
22;0.5751;
23;0.5199;
24;0.4846;
