Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6519;
2;0.6269;
3;0.6171;
4;0.6162;
5;0.6162;
6;0.6311;
7;0.6456;
8;0.631;
9;0.5839;
10;0.4821;
11;0.2607;
12;0.123;
13;0.1845;
14;0.1651;
15;0.2814;
16;0.5031;
17;0.7405;
18;0.8327;
19;0.8573;
20;0.8547;
21;0.7856;
22;0.786;
23;0.8913;
24;0.738;
