Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7229;
2;0.6962;
3;0.674;
4;0.674;
5;0.6937;
6;0.7319;
7;1.0701;
8;1.4748;
9;1.107;
10;0.7824;
11;0.7229;
12;0.7134;
13;0.7134;
14;0.7229;
15;0.8288;
16;1.556;
17;2.583;
18;3.5055;
19;3.1353;
20;2.4544;
21;1.4074;
22;0.9348;
23;0.8004;
24;0.7229;
