Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.3985;
2;0.3686;
3;0.3444;
4;0.3411;
5;0.3688;
6;0.4723;
7;0.6555;
8;0.7134;
9;0.7626;
10;0.7334;
11;0.6846;
12;0.6607;
13;0.6617;
14;0.6888;
15;0.7339;
16;0.8118;
17;0.883;
18;0.8956;
19;0.8803;
20;0.8418;
21;0.7982;
22;0.7112;
23;0.6959;
24;0.6608;
