Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5953;
2;0.5732;
3;0.5535;
4;0.5609;
5;0.5756;
6;0.6445;
7;1.1611;
8;1.375;
9;1.1312;
10;0.7097;
11;0.6642;
12;0.6241;
13;0.615;
14;0.6458;
15;0.6642;
16;0.6714;
17;0.8167;
18;1.1673;
19;1.5628;
20;1.8543;
21;1.1685;
22;0.7442;
23;0.6523;
24;0.6015;
