Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6089;
2;0.5804;
3;0.572;
4;0.5781;
5;0.5811;
6;0.6273;
7;0.7995;
8;0.9594;
9;0.7847;
10;0.66;
11;0.5594;
12;0.463;
13;0.4209;
14;0.4034;
15;0.4305;
16;0.492;
17;0.615;
18;0.7073;
19;0.7987;
20;0.909;
21;0.7261;
22;0.6089;
23;0.5892;
24;0.5141;
