Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.8107;
2;0.7749;
3;0.7651;
4;0.7626;
5;0.7677;
6;0.7995;
7;0.9631;
8;1.1685;
9;1.1741;
10;0.9145;
11;0.7921;
12;0.7354;
13;0.6765;
14;0.6925;
15;0.7354;
16;0.8453;
17;1.0086;
18;1.1359;
19;1.0903;
20;1.0455;
21;0.9299;
22;0.8155;
23;0.7887;
24;0.7503;
