Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.2005;
2;0.2337;
3;0.2411;
4;0.2502;
5;0.2583;
6;0.2583;
7;0.2392;
8;0.2017;
9;0.1242;
10;0.123;
11;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2025-03-23
12;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2025-03-23
13;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2025-03-23
14;0.135;
15;0.2456;
16;0.4121;
17;0.6128;
18;0.861;
19;0.9951;
20;1.107;
21;1.107;
22;0.984;
23;0.9808;
24;0.7282;
