Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7134;
2;0.6792;
3;0.6642;
4;0.6519;
5;0.6504;
6;0.6593;
7;0.6918;
8;0.738;
9;0.7707;
10;0.7733;
11;0.7282;
12;0.7132;
13;0.7108;
14;0.7134;
15;0.7422;
16;0.7995;
17;0.8759;
18;0.8733;
19;0.8646;
20;0.85;
21;0.7881;
22;0.738;
23;0.706;
24;0.6605;
