Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5745;
2;0.5181;
3;0.4863;
4;0.4674;
5;0.4674;
6;0.5139;
7;0.6482;
8;0.6667;
9;0.7159;
10;0.6928;
11;0.6076;
12;0.5658;
13;0.5612;
14;0.5721;
15;0.6076;
16;0.6642;
17;0.7073;
18;0.7134;
19;0.7146;
20;0.7134;
21;0.6678;
22;0.5904;
23;0.5904;
24;0.4901;
