Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6027;
2;0.5781;
3;0.5756;
4;0.5679;
5;0.5748;
6;0.6085;
7;0.8389;
8;0.8918;
9;0.76;
10;0.6273;
11;0.5161;
12;0.369;
13;0.1481;
14;0.129;
15;0.1292;
16;0.369;
17;0.646;
18;0.8598;
19;0.9283;
20;1.107;
21;0.8214;
22;0.6581;
23;0.6125;
24;0.5658;
