Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6888;
2;0.6519;
3;0.6498;
4;0.6451;
5;0.6497;
6;0.6466;
7;0.6498;
8;0.5733;
9;0.4686;
10;0.2361;
11;0.1212;
12;0.0984;
13;0.0861;
14;0.107;
15;0.123;
16;0.3713;
17;0.568;
18;0.7392;
19;0.7856;
20;0.7789;
21;0.7372;
22;0.6519;
23;0.6297;
24;0.5722;
