Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.685;
2;0.6544;
3;0.649;
4;0.6492;
5;0.6718;
6;0.7183;
7;0.8486;
8;0.9237;
9;0.9949;
10;0.9348;
11;0.8991;
12;0.9106;
13;0.9236;
14;0.984;
15;1.0715;
16;1.2915;
17;1.4059;
18;1.3503;
19;1.1931;
20;1.1316;
21;0.9471;
22;0.8236;
23;0.7859;
24;0.7484;
