Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5633;
2;0.5424;
3;0.5289;
4;0.5325;
5;0.5461;
6;0.6171;
7;0.738;
8;0.7986;
9;0.8561;
10;0.7531;
11;0.6761;
12;0.6178;
13;0.5855;
14;0.615;
15;0.6384;
16;0.7073;
17;0.7749;
18;0.8598;
19;0.8544;
20;0.8225;
21;0.7318;
22;0.6765;
23;0.666;
24;0.6181;
