Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6345;
2;0.6078;
3;0.583;
4;0.5855;
5;0.5953;
6;0.6396;
7;1.0517;
8;1.187;
9;1.1685;
10;0.9823;
11;0.861;
12;0.8266;
13;0.8266;
14;0.8118;
15;0.8549;
16;0.9348;
17;1.107;
18;1.23;
19;1.476;
20;1.7208;
21;1.1267;
22;0.8022;
23;0.6876;
24;0.6135;
