Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.4674;
2;0.4365;
3;0.4231;
4;0.4117;
5;0.413;
6;0.42;
7;0.4327;
8;0.4578;
9;0.4359;
10;0.3518;
11;0.1722;
12;0.123;
13;0.369;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2024-08-18
14;0.123;
15;0.123;
16;0.2427;
17;0.4399;
18;0.612;
19;0.6915;
20;0.8093;
21;0.7995;
22;0.7025;
23;0.6617;
24;0.612;
