Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7522;
2;0.7306;
3;0.7132;
4;0.7011;
5;0.7261;
6;0.7528;
7;0.929;
8;1.0086;
9;1.0086;
10;0.8979;
11;0.7897;
12;0.7577;
13;0.7252;
14;0.7253;
15;0.7252;
16;0.7489;
17;0.8334;
18;0.8662;
19;0.8932;
20;0.8487;
21;0.7503;
22;0.6863;
23;0.7109;
24;0.6582;
