Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.8339;
2;0.7995;
3;0.7774;
4;0.7737;
5;0.7847;
6;0.8193;
7;0.9422;
8;1.107;
9;1.2288;
10;1.0701;
11;0.9446;
12;0.9225;
13;0.9224;
14;0.9489;
15;0.9322;
16;1.0031;
17;1.0702;
18;1.1316;
19;1.1314;
20;1.1204;
21;1.0058;
22;0.8967;
23;0.9077;
24;0.8266;
