Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.605;
2;0.5658;
3;0.5756;
4;0.5874;
5;0.5813;
6;0.5869;
7;0.7503;
8;0.8795;
9;0.7196;
10;0.5926;
11;0.4637;
12;0.3149;
13;0.123;
14;0.123;
15;0.1242;
16;0.3714;
17;0.615;
18;0.8241;
19;0.9102;
20;1.0833;
21;0.8241;
22;0.6519;
23;0.6507;
24;0.5989;
