Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7159;
2;0.6765;
3;0.6514;
4;0.6382;
5;0.6313;
6;0.6861;
7;0.7152;
8;0.7282;
9;0.6888;
10;0.5574;
11;0.3567;
12;0.2033;
13;0.1345;
14;0.1345;Brak danych ENEA, przyjąłem stawkę z poprzedniej godziny
15;0.1242;
16;0.3837;
17;0.6285;
18;0.7584;
19;1.0804;
20;1.348;
21;1.1899;
22;0.9453;
23;0.7772;
24;0.6969;
