Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.7626;
2;0.7159;
3;0.6996;
4;0.6962;
5;0.7134;
6;0.7618;
7;0.9429;
8;1.3776;
9;1.476;
10;1.3038;
11;1.0409;
12;0.9366;
13;0.9651;
14;1.0123;
15;1.1715;
16;1.246;
17;1.2776;
18;1.107;
19;0.9225;
20;0.861;
21;0.83;
22;0.7709;
23;0.7945;
24;0.7109;
