Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6076;
2;0.5978;
3;0.5953;
4;0.5911;
5;0.5879;
6;0.5732;
7;0.5978;
8;0.6298;
9;0.6273;
10;0.6232;
11;0.6349;
12;0.6839;
13;0.738;
14;0.7595;
15;0.6745;
16;0.6642;
17;0.6753;
18;0.7749;
19;0.909;
20;1.0732;
21;0.8494;
22;0.72;
23;0.6261;
24;0.5658;
