Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5916;
2;0.5609;
3;0.5535;
4;0.5547;
5;0.5734;
6;0.62;
7;0.8595;
8;0.8732;
9;0.8118;
10;0.6613;
11;0.541;
12;0.4647;
13;0.4428;
14;0.46;
15;0.466;
16;0.5382;
17;0.6908;
18;0.7872;
19;0.8979;
20;0.9108;
21;0.8216;
22;0.7607;
23;0.7261;
24;0.6667;
