Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5781;
2;0.5535;
3;0.5374;
4;0.5463;
5;0.5462;
6;0.5178;
7;0.5463;
8;0.6149;
9;0.6519;
10;0.6597;
11;0.5904;
12;0.559;
13;0.5535;
14;0.5966;
15;0.6973;
16;0.7173;
17;0.7454;
18;0.738;
19;0.723;
20;0.7272;
21;0.6724;
22;0.615;
23;0.5535;
24;0.5338;
