Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5861;
2;0.5432;
3;0.5296;
4;0.5111;
5;0.5038;
6;0.4983;
7;0.539;
8;0.5781;
9;0.6023;
10;0.615;
11;0.5797;
12;0.5694;
13;0.5683;
14;0.5952;
15;0.6023;
16;0.6467;
17;0.6745;
18;0.6863;
19;0.6811;
20;0.6933;
21;0.6863;
22;0.6617;
23;0.641;
24;0.6027;
