Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6581;
2;0.6433;
3;0.6101;
4;0.6039;
5;0.6101;
6;0.6396;
7;0.8856;
8;1.2299;
9;1.1181;
10;0.738;
11;0.5904;
12;0.5474;
13;0.5264;
14;0.5635;
15;0.6014;
16;0.6115;
17;0.8241;
18;1.064;
19;1.3407;
20;1.4722;
21;1.0689;
22;0.8306;
23;0.706;
24;0.6176;
