Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.8561;
2;0.7935;
3;0.7691;
4;0.7503;
5;0.7503;
6;0.7601;
7;0.7995;
8;0.8659;
9;0.8782;
10;0.8384;
11;0.7567;
12;0.7282;
13;0.7011;
14;0.7238;
15;0.7625;
16;0.8561;
17;0.9225;
18;1.0209;
19;1.0515;
20;0.9984;
21;0.9048;
22;0.861;
23;0.8087;
24;0.7651;
