Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6064;
2;0.5776;
3;0.5633;
4;0.5454;
5;0.5461;
6;0.5287;
7;0.5166;
8;0.5892;
9;0.6152;
10;0.6585;
11;0.6636;
12;0.6603;
13;0.6765;
14;0.7159;
15;0.7391;
16;0.7392;
17;0.7242;
18;0.7248;
19;0.6749;
20;0.6727;
21;0.6245;
22;0.5781;
23;0.492;
24;0.3198;
