Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5597;
2;0.5289;
3;0.5338;
4;0.5461;
5;0.5574;
6;0.5931;
7;0.6057;
8;0.6604;
9;0.6812;
10;0.6956;
11;0.7011;
12;0.7087;
13;0.7171;
14;0.7423;
15;0.7803;
16;0.8759;
17;0.9225;
18;0.9074;
19;0.8555;
20;0.8583;
21;0.7995;
22;0.7319;
23;0.6869;
24;0.5965;
