Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6691;
2;0.6408;
3;0.6347;
4;0.6371;
5;0.6556;
6;0.6942;
7;0.8609;
8;0.9287;
9;0.8308;
10;0.7319;
11;0.6613;
12;0.6085;
13;0.6249;
14;0.6535;
15;0.6765;
16;0.7219;
17;0.861;
18;1.064;
19;1.1931;
20;1.1009;
21;0.9594;
22;0.8268;
23;0.738;
24;0.6795;
