Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6656;
2;0.608;
3;0.6356;
4;0.6134;
5;0.6134;
6;0.7053;
7;1.0381;
8;1.2915;
9;1.0701;
10;0.7724;
11;0.6408;
12;0.5588;
13;0.5043;
14;0.5054;
15;0.5799;
16;0.6519;
17;0.8487;
18;1.353;
19;1.5174;
20;1.3288;
21;0.9831;
22;0.7626;
23;0.719;
24;0.6505;
