Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6784;
2;0.6519;
3;0.6485;
4;0.6494;
5;0.674;
6;0.7351;
7;0.8807;
8;0.8118;
9;0.6587;
10;0.4428;
11;0.123;Brak danych TGE. Przyjęta została cena z kursu RDN z dnia 2025-03-19
12;0.0615;
13;0.0123;
14;0.0984;
15;0.123;
16;0.4708;
17;0.7011;
18;0.9594;
19;1.2214;
20;1.1741;
21;0.984;
22;0.8222;
23;0.7779;
24;0.7193;
