Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.688;
2;0.6777;
3;0.6776;
4;0.6827;
5;0.7085;
6;0.7319;
7;0.8804;
8;1.1517;
9;1.401;
10;1.6026;
11;1.353;
12;1.3825;
13;1.3518;
14;1.4502;
15;1.3893;
16;1.5845;
17;1.8081;
18;1.7016;
19;1.6013;
20;1.599;
21;1.2792;
22;0.9863;
23;0.8979;
24;0.8413;
