Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5707;
2;0.5707;
3;0.5707;
4;0.5707;
5;0.5609;
6;0.615;
7;0.6959;
8;0.7626;
9;0.7183;
10;0.6519;
11;0.6203;
12;0.6076;
13;0.6027;
14;0.6075;
15;0.5904;
16;0.6175;
17;0.7049;
18;0.8241;
19;0.9471;
20;0.9041;
21;0.7134;
22;0.615;
23;0.6065;
24;0.5373;
