Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.4846;
2;0.452;
3;0.4339;
4;0.4329;
5;0.4379;
6;0.4776;
7;0.5416;
8;0.5633;
9;0.4776;
10;0.2902;
11;0.1936;
12;0.123;
13;0.1213;
14;0.123;
15;0.1315;
16;0.3296;
17;0.594;
18;0.5904;
19;0.6876;
20;0.6582;
21;0.5658;
22;0.567;
23;0.4797;
24;0.4059;
