Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6153;
2;0.6064;
3;0.6121;
4;0.6149;
5;0.6519;
6;0.6785;
7;0.7528;
8;0.8186;
9;0.8715;
10;0.8389;
11;0.7478;
12;0.7134;
13;0.692;
14;0.7073;
15;0.7257;
16;0.7718;
17;0.7925;
18;0.7626;
19;0.6742;
20;0.6396;
21;0.6286;
22;0.5535;
23;0.5412;
24;0.4802;
