Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.6028;
2;0.5781;
3;0.5711;
4;0.5535;
5;0.5535;
6;0.5685;
7;0.5313;
8;0.4085;
9;0.1845;
10;0.1213;
11;0.0107;
12;-0.2214;
13;-0.4047;
14;-0.2829;
15;-0.1082;
16;0.0738;
17;0.2515;
18;0.6;
19;0.6569;
20;0.6488;
21;0.5556;
22;0.4526;
23;0.3307;
24;0.2448;
