Godzina;BRUTTO [zł/kWh];DODATKOWE INFORMACJE
1;0.5512;
2;0.5646;
3;0.5633;
4;0.5689;
5;0.615;
6;0.6773;
7;0.8162;
8;1.0132;
9;0.969;
10;0.8364;
11;0.749;
12;0.7003;
13;0.6978;
14;0.7073;
15;0.7751;
16;1.0726;
17;1.5289;
18;1.7992;
19;1.6727;
20;1.4767;
21;1.0873;
22;0.8244;
23;0.7638;
24;0.679;
